0,1,2
5362,2855,4726
4630,4013,3530
1822,401,14698
358,20017,426
9000,3373,1194
1090,5227,4842
52,3276,9028
6245,822,126
532,228,55262
2705,2017,7537
667,7184,1393
9895,1300,2584
935,996,17240
15712,274,811
1356,13169,2731
8241,4206,459
331,10105,4107
453,73434,75
2162,2621,3883
111,747,27361
1539,3902,8289
3346,167,5377
26,31260,1665
23756,2179,225
5421,5151,2426
392,1382,12794
7127,1153,2202
1048,8073,493
3050,589,9677
34849,269,365
4234,1790,1108
1280,3314,6407
2580,4594,2343
139,33919,231
11882,3238,642
2079,13871,27
3764,2486,8347
6303,5732,955
287,32,2971
5926,1246,6350
3436,6642,206
958,19323,2069
7843,2313,3637
518,4188,7285
1764,9187,1128
14734,911,616
1159,1654,11464
720,29318,680
5041,3590,1734
2124,1136,4198
317,1365,32959
1220,6120,3839
781,140,61855
10836,643,1343
827,63804,114
54831,110,82
168,11312,1010
5685,308,8825
82,1085,46521
2768,1522,409
24325,166,1868
6045,4464,1484
235,78675,524
1504,730,14243
6997,2604,2499
44644,417,675
467,10842,2115
12722,2383,1277
10013,4959,605
735,386,20253
3616,1027,3376
1412,17000,272
143,2276,5488
1974,6402,2870
27853,46,1558
11556,1753,2294
3158,3948,6134
2596,198,18537
5233,8810,745
17489,762,2633
381,422,72644
576,54331,324
844,3074,868
4763,620,6878
4031,5619,1854
8889,373,305
1464,7094,4753
2392,8253,3569
268,37700,1303
3881,12277,471
561,891,8631
5651,2141,3051
2941,2517,5835
19445,1115,1003
890,566,35200
91,3812,128
4143,63,13536
1189,1313,16186
3240,10300,1434
6719,972,5242
16192,1887,730
176,241,97210
1568,485,2029
3852,1734,4148
532,33010,1268
30488,1060,52
312,3621,14772
7600,1396,1575
2180,4917,5415
1520,9779,2439
593,817,40801
13288,131,3521
2448,2417,9249
4554,2793,513
208,14971,1914
1050,339,7930
3052,5338,974
12110,837,2798
880,25208,366
242,1127,29108
3196,761,10644
6809,6248,692
767,2011,3303
22080,600,453
3800,4685,2981
2921,1073,12037
1212,20643,1317
8341,2917,1790
260,5935,6398
407,82,65534
2262,10096,254
9489,412,4702
14139,1601,2418
1395,2699,10098
931,11219,4050
5277,245,1170
1802,1495,7000
1143,6733,1611
10237,2358,75
5061,4279,4235
1741,23026,843
32,666,17803
17000,1002,2338
398,12890,578
8699,4065,1346
2675,3391,2716
1527,191,26492
39223,23,572
600,4550,8860
4408,937,5615
5690,5799,431
905,2187,13039
6398,688,3861
978,51717,181
389,7456,1525
13231,3036,213
2220,109,11529
169,1847,23017
3404,1359,2153
80260,490,3
450,2985,4419
157,75230,387
1866,4143,3395
10979,2680,1085
334,318,50205
8513,226,6544
2421,14550,1232
1323,1213,791
4364,6451,906
506,462,39562
9259,1833,2922
860,3998,6720
2862,8982,1856
738,39404,32
15192,446,1472
201,1635,10425
12408,4653,185
73035,289,441
5896,3261,3609
1623,15424,332
2356,807,4908
18860,1493,588
561,5669,3084
10107,91,1715
3610,8464,6
1657,325,31046
6637,1285,4166
1511,11954,2214
34347,752,230
2072,2230,1281
3256,2606,7073
253,29995,193
5087,3886,2075
674,152,15483
7266,3627,379
1602,5136,4014
943,10547,3950
13785,1930,1838
2811,3028,8206
1004,1061,20948
3958,574,2484
687,16532,807
1558,1824,6055
2486,7082,551
1937,845,16389
18416,205,159
6453,4518,2847
185,2470,2258
6069,17,4562
3200,5001,3352
2565,1266,15160
1100,21797,88
8058,1083,856
734,6662,5016
1662,7922,3019
829,438,9483
4711,1688,258
35,47608,508
2281,3575,7356
19786,785,2236
60,100,34844
1378,4855,1212
530,2371,16879
47527,862,399
7195,679,5807
16423,1319,982
310,13802,2550
9062,5490,118
1152,7776,4278
2983,293,3734
5,5277,8745
4193,1542,5193
29828,628,1252
1239,3168,12612
1923,19080,1060
6659,2162,1988
2655,4448,5636
82929,59,196
617,9448,477
1105,257,42365
12628,1172,3005
1618,1964,9853
35553,1644,16
3894,3519,1552
354,1011,6583
2222,6010,2199
952,35289,695
11450,539,490
49,25047,1418
2927,11157,160
4538,183,8128
998,1433,2752
376,92440,121
23178,10,1369
4257,4354,653
1963,605,13261
498,20190,1709
1358,5604,7437
2603,10740,947
10904,407,5107
15445,2327,435
699,3379,11923
2420,144,22611
1541,26893,531
5789,876,1894
150,525,52550
6253,8161,198
2835,2126,4641
239,6302,3617
26118,357,705
9541,2014,1147
1448,48,19323
471,65205,283
910,12683,1454
7868,4727,1742
1844,2959,46
624,835,24341
1112,4219,10389
3578,469,7637
4994,5468,1333
74,1719,14088
7740,180,2664
318,51437,872
1173,8513,1925
13572,2569,901
2732,1152,10981
1512,1258,20677
4466,2402,3999
218,207,76927
120,17460,735
962,2828,5343
21128,1045,178
2793,4073,2514
8854,857,4408
1725,14254,1816
419,745,1036
12748,4830,3
62113,258,611
5473,1995,6499
3704,7177,2275
848,280,39036
8563,1240,764
164,4670,4604
2032,9654,3215
14288,387,2063
1300,2307,8431
11578,4182,879
5181,2734,2902
43200,549,86
1696,229,6294
793,5091,297
10375,1129,3561
244,3140,16772
4052,8033,1220
680,11625,3876
33444,194,957
729,26,45437
2413,1901,1693
216,43830,381
4672,3425,4305
1132,922,14423
2157,20904,503
6552,3178,1431
39,9945,2615
2114,2599,8906
308,632,22314
3298,94,320
1028,16341,2336
588,1344,7744
1657,6617,1594
11202,2273,2458
558,22783,13
2755,516,17293
17758,851,1197
7553,3960,525
70858,455,307
1473,3701,3475
2041,89,27251
5410,1198,5574
22915,1975,102
4507,6060,2790
1870,2448,12198
271,21241,1122
9158,619,2370
1004,6487,6210
3079,7767,674
51321,85,994
100,370,10075
537,12502,4219
6127,1620,815
73,88588,175
2624,3281,6799
720,4404,1781
9777,2529,245
872,2041,18248
6292,75,7304
1238,14448,392
92938,411,40
8367,5074,1160
213,8504,4806
2325,965,3142
30,1560,26630
3472,2215,5791
5366,6376,95
31245,35,1855
581,2642,13503
7173,1727,3698
1826,3922,7666
1094,8871,1362
276,869,43410
14045,701,665
2961,1387,11353
1692,29142,281
4109,3048,1977
477,15302,2860
1210,559,4076
2699,5543,3843
13,34730,1091
11793,345,1507
440,269,31997
1954,12215,893
3810,830,9213
340,2080,624
3355,3787,1078
2476,2,13846
7969,3522,2730
401,4986,6538
46574,154,266
90,794,67786
1945,10396,2314
14787,1846,1322
1042,2913,10564
1725,947,20100
602,26598,1540
4960,423,3236
2372,16793,158
2006,1673,5086
1274,7343,2942
25289,1033,977
10884,1505,1873
753,1106,18769
4317,9839,184
16683,54,2520
81,13360,2040
2889,2782,1259
1082,542,25387
283,4063,11435
4091,278,6923
1015,30867,641
5922,5262,1697
1381,1527,15905
6911,933,26
2419,6923,4186
368,64,94554
514,8219,3802
1760,699,8653
194,56849,77
3563,1949,2637
1537,18227,980
23,3504,5716
20433,593,884
2135,4799,372
62633,6,775
548,646,50663
8196,524,5282
17424,1575,290
896,219,2107
4814,1418,4379
28618,473,430
775,18961,238
189,991,36686
8832,2454,1006
1508,4375,5461
2509,9201,2837
470,1840,9333
5524,3364,712
42487,133,1125
867,44943,453
3113,910,7493
135,5860,837
598,297,60511
9680,800,3039
3150,7445,1823
1123,11469,2706
5225,83,10514
8008,7217,274
684,8644,4722
1755,1282,3545
3733,2944,4857
24143,307,537
4770,4239,3180
229,490,12428
7480,2619,1644
2304,5454,5804
1456,11002,99
11417,165,4259
1236,43,23388
4605,1186,1404
57743,741,144
1102,2387,7184
2933,6563,2000
492,36970,528
12301,1823,470
4146,4109,4118
826,22353,1238
2096,359,17686
362,1650,29974
17989,507,1769
1876,12578,777
3243,1558,8297
6722,4576,1545
643,3220,2404
5752,766,5988
22256,1452,1156
39,151,56990
3847,5730,510
8217,29,3454
307,7162,7902
2175,8443,1105
14187,2879,81
1516,1096,11761
2,28264,343
5468,2292,2359
79345,189,407
1928,2719,4491
707,722,33547
1061,3877,3275
25768,1363,555
3698,265,15083
10290,3568,928
158,1464,19456
579,14099,1306
2556,672,218
4326,1886,7277
5816,7022,1140
591,80639,148
786,3410,14068
6342,1551,3124
263,9552,1735
13105,145,1063
2265,2157,10791
9492,4443,39
3449,2584,3809
934,15127,545
495,130,5146
1795,4941,2682
11097,1009,1934
5054,7883,398
953,887,30638
8423,2258,4046
25,4148,13006
2466,11922,2260
4151,536,9780
342,53440,308
31397,79,116
1267,1750,1492
144,577,82215
4417,4844,2119
1646,1232,15333
9312,3107,581
913,6045,4389
15128,1259,1726
3214,13742,286
382,2860,8094
6022,406,2865
1676,16272,1201
2518,1605,6129
443,6878,760
10054,2123,3211
1021,812,16619
3657,9408,875
6514,2550,5035
15987,1112,363
1985,3459,1826
1033,41502,28
252,350,25628
3132,1005,4764
300,32098,1084
722,2200,14575
7387,462,1231
1723,6361,4879
856,7656,3061
52321,340,181
2858,172,9077
4005,1371,136
633,17741,2184
1439,3033,7560
21849,106,2243
2367,4313,1411
816,76,48029
1304,24153,189
8995,330,5693
18468,2250,861
6633,5329,336
65,863,3920
6230,2064,5431
3252,6225,2455
28960,296,1335
981,18906,938
8110,1988,2218
677,3771,6026
1605,8770,522
14520,631,3168
946,1236,9696
4864,2897,985
2154,443,6457
1550,5427,2380
10608,240,684
220,12144,51
5493,1139,8371
342,774,47654
13867,88,4102
3027,2340,2982
4245,2767,6369
6076,4047,225
1291,313,13313
66684,587,347
6821,3422,3675
741,10657,1179
12509,1695,494
1669,3173,11502
577,1207,22478
3775,719,1620
271,1934,4244
564,76694,212
2273,7238,3688
27981,882,296
11331,1355,1352
3421,4784,5160
101,23394,1800
2804,13258,1029
7198,4121,1957
167,5,74597
1156,2657,447
1595,798,24575
5038,204,7698
4189,5203,1522
2139,1453,14290
8730,1189,2552
1235,6813,6712
2651,7972,2168
76,37281,652
613,610,11180
5666,1860,3404
2050,18483,291
2782,3348,5507
19286,437,35
1049,163,33955
366,4644,2748
9460,3287,2332
3381,9884,783
6994,784,4623
793,13907,1679
481,7430,7407
1897,68,918
3631,1318,6729
665,32731,489
4913,6678,1865
127,2928,15753
7623,2212,164
1959,4224,4772
1362,9086,3588
434,398,40356
13618,947,2116
2607,1724,8509
10908,3919,1277
4377,3624,3101
31,15802,1585
41340,393,465
837,1170,5873
2839,6170,23
12440,557,3799
13,436,28138
3492,344,11274
538,1594,2048
5662,3204,4026
3587,4500,3962
29466,1894,90
2952,751,14810
1487,20366,698
8482,2503,1453
83,5750,5293
2085,10917,2477
1182,3535,9139
2238,303,21907
5119,1081,563
407,46363,102
1579,2331,7942
956,6316,998
10502,1667,2818
1762,22609,386
297,250,17474
16841,814,1435
728,12474,3163
8858,4883,731
69942,138,14
2461,3110,3342
3743,15242,78
423,4268,8398
4549,656,5006
24959,1296,341
1064,1906,12085
6484,285,1813
160,8287,264
2028,941,10120
35378,621,773
221,1444,23973
3175,2191,1189
780,2568,7039
1708,3727,1663
1341,34271,338
11253,3498,114
121,1135,49234
3795,4976,4274
475,23632,882
2696,14360,633
1408,521,2572
5290,1771,5644
4668,7283,451
322,19583,2307
639,58,38147
9038,1430,3875
1128,4829,7715
3021,9813,1564
15033,43,252
43,2467,11580
848,28484,144
6171,2844,2192
2667,390,4470
592,5252,3446
281,680,61929
9949,909,1097
256,63059,553
56018,461,521
1282,11679,1252
4797,797,9412
2197,2047,670
5417,4724,945
461,990,13713
7053,2956,2961
44125,1234,151
1010,10150,1911
13925,1514,1527
10312,5446,215
790,736,20330
4288,157,3626
528,16115,362
1334,1407,4928
2615,6802,3104
76,274,85824
27322,411,832
11844,2377,1754
1712,563,19002
5765,9297,58
2144,12787,2093
32174,1493,269
216,3302,1325
5892,848,7123
3475,5832,1927
7900,772,391
576,6259,4039
39,69554,2
1821,7505,3970
3920,11407,706
1088,22,8226
5007,1271,2524
2053,2882,5935
19628,367,1263
390,916,35823
1220,4162,591
3270,428,12847
670,1678,16437
7262,260,5493
16735,2135,8
133,14618,3528
2825,1124,2280
628,42505,166
1018,1353,25766
3972,2374,4582
554,179,71590
29961,225,511
1738,18664,127
6963,1883,895
2471,4032,5055
396,9031,2899
12787,480,3955
1947,1547,9523
68,58109,953
3681,3158,313
1447,15458,2009
177,704,7212
2008,5688,1228
11609,125,3043
379,25868,771
1429,379,29187
4310,1019,10749
7337,6613,157
806,2269,3773
4688,2696,5232
23337,828,720
4099,3938,2608
2292,188,12503
657,19774,1111
8957,3678,2039
1389,5187,5687
2427,10461,330
522,3099,9866
303,11568,4485
5576,595,1573
235,107,55109
58732,61,357
2994,1844,6597
16,7118,2238
9598,1611,542
1224,879,18065
16117,254,1649
1069,13514,209
8198,4430,984
1631,2556,2808
410,556,26936
40352,510,171
898,3802,9291
3889,53,6219
4817,5052,683
349,1302,13121
7527,998,3297
105,51020,417
1503,7821,826
13343,3385,474
2504,459,11962
34681,17,1050
4518,1709,1774
245,18276,2670
978,3645,4686
1661,12,32980
3123,4904,3668
12181,3045,1172
1793,13851,1479
6773,5575,1602
694,329,66
3727,6989,1371
8378,2061,2703
224,4485,7151
2299,9347,1967
786,38656,501
14067,1208,949
1458,1985,11029
11419,3768,437
189,29526,1205
5340,3555,3848
2752,15652,744
1837,1065,5352
20099,1843,200
1104,5927,2534
201,95792,230
10162,456,2150
85,2742,18591
4138,7634,639
7751,1652,4447
451,11208,1855
33215,1012,338
500,844,44786
2710,1484,1074
1367,30397,473
5758,4253,2329
973,641,15577
6393,2759,780
2804,5503,4620
314,10761,3244
13266,2226,1923
2182,3415,8451
89291,260,291
131,214,21379
3329,925,2915
869,17173,1437
42178,1261,125
430,2175,6333
1919,6214,176
3054,99,16662
4934,8695,1270
17776,571,598
1315,3010,1705
5197,505,4164
4330,5367,3780
1693,1755,14436
57,22057,516
9188,200,1310
790,7303,5278
2920,8583,2654
51406,902,62
3262,12084,977
259,1201,8945
5935,2451,369
2395,2878,7800
18899,1095,1848
1174,500,35096
491,3987,1451
2612,23481,43
1147,1625,17323
47827,116,641
6567,893,6049
15905,1686,1217
475,40,98017
8434,5892,545
36,8179,4353
2111,781,3514
3314,2031,5453
604,3464,12237
7305,1315,2260
1641,4744,6100
909,9708,724
54,609,41652
13824,304,2612
2740,2224,9927
3950,2651,839
1484,142,6817
2522,5126,1793
324,35548,155
12068,1163,283
1179,25413,1051
770,1087,29774
2284,11523,430
3651,549,8590
6507,6539,1198
111,1799,3188
22608,533,967
3126,4603,103
2635,833,13511
730,5817,7525
364,391,66341
1731,9993,1381
9788,757,5189
14573,1443,677
865,2510,11230
1792,681,22878
425,26195,318
4746,7,2014
2336,1257,4114
1432,6652,3890
25065,723,24
10661,2324,1560
565,413,19768
346,13049,907
2974,3599,482
923,124,24738
39522,352,866
69,4879,9666
4122,1109,7874
6233,6093,1116
1204,2359,13884
6697,667,2780
673,7816,2351
12685,2969,1359
1601,283,10607
453,1746,20149
3822,1533,3285
1344,17948,9
319,3194,5097
20558,176,425
2150,4474,2953
11522,2564,1892
633,232,51300
5443,10855,196
7982,110,4669
1036,1040,1136
61614,608,240
4973,2254,6960
4241,6430,1751
554,18563,2487
212,821,38647
8611,1782,55
1286,3976,4215
3203,227,17770
15483,737,2314
3569,12397,554
737,1423,8682
5853,3084,2656
2094,15354,992
42328,951,512
2899,631,5753
19159,1235,921
275,5579,409
9503,382,3981
3424,8262,1485
6922,1631,5325
16394,2729,179
965,12285,3347
842,514,45043
1770,2114,2131
75891,26,134
3540,2541,4390
708,29839,1350
5029,3836,3361
0,87,15009
2442,20035,257
7810,3437,1025
2146,5037,5473
1242,10311,2875
2658,2949,9371
510,97188,59
1547,861,21614
4428,495,750
156,16829,1646
888,1694,7380
6436,155,8436
2774,7379,884
12320,1405,2888
1090,23169,616
2225,1176,17064
174,1247,28840
18289,104,1445
1688,13410,2565
6986,4311,293
484,2817,3557
1900,4112,8639
5538,363,4895
20,61326,223
3634,5313,3058
8529,847,1682
130,6974,5842
1961,8133,152
1357,771,10328
37441,278,216
5239,1970,1419
1735,3540,7043
515,309,32291
832,4698,2019
10448,2895,348
243,2300,17724
16967,1630,1820
609,13701,655
1452,7620,5423
2379,273,2447
548,5082,9270
4601,1469,6038
109,463,68726
5657,6743,534
1116,3131,12937
6609,2369,3465
945,48185,73
78,9273,964
1397,1,43652
12920,961,100
2080,1876,11780
3228,3400,2397
654,946,4541
1581,5773,3313
11164,712,823
983,621,31287
53327,209,727
300,3746,12055
2625,11519,1335
3992,133,9450
1526,1334,234
269,160,81248
22877,343,2176
4542,4154,1152
1905,541,13946
9083,2690,3162
1072,5353,7002
45945,643,378
3074,11023,1613
10300,186,5773
461,39936,461
14914,2076,1101
168,3676,10829
2854,64,20557
901,26813,845
6089,1222,3699
1816,17089,595
449,699,52883
2549,2436,5171
773,6475,2694
26407,165,1222
9830,1857,1958
797,409,19169
3788,9006,417
6327,3381,4065
15799,421,2945
1200,12492,2273
2250,3271,1531
93,1168,25019
3462,817,6702
142,31407,110
5293,5629,2158
508,2016,15221
7210,50,629
1790,7183,4437
1130,8479,3413
3016,995,8104
966,1590,21192
4164,2209,2725
404,17344,1221
1246,2636,6149
21657,944,1317
2662,3917,799
63820,548,95
1658,1377,16498
18626,1941,402
377,584,1881
62071,0,940
6016,1783,4780
3410,7041,3596
29289,1112,684
822,19722,323
1311,244,36131
7951,1570,1251
456,4588,4899
1872,9587,3075
14824,213,3388
1005,2068,9116
4887,2494,16
238,45582,720
1996,40,7600
1336,5024,1302
10919,1058,2646
2179,25292,214
4352,7932,2057
6,11834,2793
866,9182,4004
32898,129,1604
183,357,46084
2868,1648,3940
4016,3583,5310
24292,794,318
5884,4864,2494
1416,1129,12702
1611,20745,817
6836,3141,2097
583,10254,561
12839,1292,3063
1828,2770,9751
607,530,23639
3598,317,1015
58,1517,6474
2060,6913,2240
1162,36100,288
11661,2173,704
3262,4459,4544
259,22703,1472
17459,1182,2042
3103,12979,90
4471,1924,8410
7254,3707,858
931,3478,3021
1858,384,27117
37789,247,45
94,89227,365
4879,1024,6259
3976,6024,275
704,21001,1971
8871,516,3527
2474,7573,1191
15389,3229,519
399,212,11362
1260,27570,738
5508,1461,1634
3042,3069,4284
19411,21,2812
857,981,32860
173,4365,3740
25808,1713,175
9719,2871,1391
683,66118,21
6835,366,7189
1122,14724,1077
756,8246,5653
1684,884,456
573,1403,24584
3771,2134,7720
4699,6275,1542
286,2525,14310
7464,2038,2431
42,49363,1151
2288,3821,6591
1385,8683,2207
13396,681,1183
2422,1321,11059
10723,4751,499
73955,99,275
4644,2934,3443
298,15615,185
1166,480,5561
21333,1547,89
2998,5479,2777
12226,139,2348
6184,8522,643
324,17,30723
8723,1389,4483
1911,12180,1699
3278,1160,10019
32526,444,547
623,2410,957
3883,4097,1904
2760,348,15792
8253,3335,208
343,5347,4662
14255,1746,2166
1511,3210,8534
5393,756,3114
962,177,54245
1890,2006,5893
986,7137,37
10343,1254,3838
138,1071,16254
4264,9667,1342
17106,400,785
504,13294,3505
2592,2712,1944
150,41761,632
1371,715,26232
687,3870,11000
4390,258,4056
850,1508,14827
2119,21489,715
6270,1103,1483
227,8008,2497
52376,707,417
2303,661,9153
8,2262,21786
3505,1911,602
917,18382,1818
551,3385,7982
20717,458,1710
1833,4543,1038
246,443,48628
734,24448,436
8495,697,6132
17967,1383,1287
7762,5681,743
2098,7464,4583
1195,118,3202
5113,1368,5026
4454,6592,2907
28331,785,1115
1573,2980,12123
108,19258,1403
481,877,37211
9367,2248,1851
969,4138,6299
81486,160,539
2800,9122,303
15056,861,2479
310,1776,10159
5986,3661,1237
249,85416,85
2446,1207,6888
433,6069,1672
67,262,60806
9979,628,134
1422,11276,511
4938,394,8799
153,8990,5247
2039,1644,2623
3186,3256,5682
23596,238,850
5188,4414,345
757,802,13113
7349,2540,3929
513,49590,249
781,10968,1580
11230,86,5420
13766,2336,268
1120,324,22924
1901,27073,3
4074,980,2211
1401,2230,4349
2402,6391,3485
27109,15,413
204,36777,861
12003,1706,976
1797,167,19952
2164,12391,1142
3531,1417,9302
6558,4938,2390
27,3023,694
6155,569,7465
582,66,57801
3316,5553,804
8174,355,2980
606,7077,6788
1644,8322,1790
1204,37631,126
911,838,10494
545,28227,1022
4793,2088,3665
2578,17634,401
2211,2479,4823
19887,1199,503
161,650,34391
1479,3759,3159
25112,1534,887
3395,25,12407
10573,3546,1611
441,1275,19019
4494,10420,75
7033,1092,4235
292,14273,2123
3099,433,1344
60924,311,122
4283,1683,7162
963,32959,282
6749,1465,429
2629,4848,4077
725,9847,3860
12566,62,1908
1726,2364,8276
371,58925,327
3740,2755,2535
1226,15055,871
41460,743,711
200,301,5959
2338,5285,609
11396,956,3393
5353,8193,1083
1081,1959,2318
5017,3514,4628
4114,4758,3252
2063,1009,15047
464,20594,135
8765,2990,903
1197,6008,5063
830,34,64359
681,2686,9541
5735,196,190
22,943,55486
2817,1446,7262
327,6857,1266
9384,2429,3090
1554,600,16952
3360,9211,1720
16275,1072,1048
846,12823,2456
7975,4014,11
406,10735,4171
113,72967,299
1932,3374,3787
711,137,27883
1029,4618,8642
3666,869,5250
23832,1662,738
4975,5868,2626
190,2119,12514
7685,808,2076
2021,6295,5724
1289,7418,380
2571,56,9903
34504,849,79
4304,1306,1461
87,18102,3317
819,2967,6645
2894,4214,2089
697,33386,745
12477,2629,553
1002,24119,1321
1564,14669,228
6932,5159,996
535,1145,2845
5589,2395,6096
3550,6571,720
1524,18734,1623
938,424,37783
8409,1795,3351
10,4082,7511
2140,8944,855
14396,530,330
1237,1582,11978
212,28849,586
114,134,90442
5156,3243,1802
1615,740,4704
883,5740,3545
10492,39,1209
763,12029,1516
640,568,46579
2496,2305,115
5529,3855,1382
988,242,14150
6518,3596,2561
45239,349,577
122,10500,1985
13037,2056,827
1953,3154,10907
289,1050,20763
3170,646,3899
1144,16482,782
705,1896,5390
1742,7032,2420
11288,1510,2196
4776,9512,488
17617,153,3144
454,336,72552
64,55480,40
1443,2592,1093
5325,102,6431
4592,4964,2367
1852,1352,15615
9030,1032,658
1119,6626,4498
2950,7906,3282
3402,11896,24
82,511,8344
6210,1760,2968
1864,18313,1291
2725,3696,6347
18984,770,1515
1504,84,35435
649,4804,203
65054,231,450
955,2441,16674
3835,10214,1148
6375,612,4956
15676,1268,636
295,7760,6972
2197,378,1743
927,43131,431
146,1704,26031
3344,1628,4207
24,32630,822
31091,592,278
427,3290,14486
7092,2146,1334
1916,4399,5129
1068,9383,2665
384,192,41033
3070,2036,8804
4217,3469,388
567,15723,2269
40801,223,989
1299,964,7837
2545,5948,1501
11909,477,2512
1509,25000,80
556,766,29463
3791,152,11159
6330,7376,599
251,1401,3370
22450,136,0
428,59624,480
3456,4343,2848
2406,554,12256
941,20261,1184
7826,2794,2272
501,5538,6112
1783,10811,761
10084,340,4601
1124,3328,9977
1563,264,23693
5076,823,877
2122,2073,6867
1255,6234,1843
10801,1997,294
5137,3780,4742
596,10,18310
16789,605,2081
187,12645,449
9318,4689,1217
2751,2921,3067
1054,955,26715
370,4202,9083
3935,418,5851
6010,5402,142
1469,1668,13550
7027,251,3758
459,8633,1429
12715,2552,725
1876,1099,11253
35921,505,1128
765,1328,22728
3646,2349,2024
79744,383,232
105,2776,4133
1991,4056,3909
27870,1450,37
3139,5270,5439
307,23514,1727
2980,14202,946
878,694,530
4759,1944,7928
4027,7248,972
35,405,39276
8922,1365,2796
1427,4794,6444
2355,9606,2371
286,39007,259
15325,323,1379
579,2244,10627
11955,4134,675
5632,2671,3324
2226,14940,60
2959,217,4975
19463,2071,463
54,5180,2991
9662,1218,1782
3266,8000,246
6708,2467,4694
995,11612,1929
5097,638,10089
33869,143,745
1154,97,44073
1593,1835,1161
495,30656,708
4871,4654,1630
330,905,15998
7581,3247,94
2161,5853,4254
1538,9892,3697
13306,1479,2353
2466,2531,8721
1319,580,21009
4587,77,2711
241,16426,1047
1047,1291,5610
3049,6702,426
2011,498,16096
9,83684,544
18076,922,192
3214,1699,11546
6827,3894,2554
748,3635,2170
5838,1181,4429
125,780,58765
3763,6129,3405
1175,21173,307
8304,566,1075
289,6556,5523
2291,7714,2726
50533,33,486
1388,353,9382
5306,1567,770
594,47170,354
1766,3228,7394
20028,211,1947
1162,4524,923
3554,774,13691
1723,23969,495
14,1975,17103
47182,466,111
7790,24,6319
417,14519,2607
8718,5008,181
1223,8438,4789
2639,1091,3605
97,42665,1333
634,5902,8488
4442,2290,4904
268,50,70664
30395,111,806
902,2717,12326
6432,1680,1702
2770,3875,5862
353,8859,31
13195,791,2879
2239,1477,10367
3387,3139,1299
469,685,7091
1885,5493,2073
10943,296,377
678,25673,1132
825,204,30028
2411,12337,684
4267,951,8204
1349,2150,2467
446,91923,189
5231,2577,6077
22663,1159,1245
4383,3735,573
1746,123,12816
37,20105,1776
843,4950,7952
2845,10345,1008
15211,1810,150
220,2999,11830
1026,26547,406
5860,545,2250
779,282,52426
6882,7552,714
2390,1745,4554
559,7293,3332
26194,983,612
10142,1441,836
1108,1227,19390
132,64876,798
15830,3,3934
1475,13309,1374
8488,4347,1822
2091,2853,273
358,475,24049
1188,4011,10129
3238,399,7352
97880,216,88
5106,5226,1208
638,1613,13976
7230,882,3179
972,8167,1643
2803,821,10849
3987,2021,3713
715,18162,634
1521,3454,5210
21687,665,698
2449,4734,2573
9096,462,4116
807,52786,212
148,172,1543
12990,4470,231
6102,1386,6562
3197,6782,2178
8092,2408,507
767,4328,4475
230,67535,443
1695,9327,3451
14610,1051,1614
4112,12762,174
792,1788,8142
4729,3312,2766
43522,66,309
2263,858,6197
78,1499,35893
1396,5842,648
10698,731,3272
493,2484,16520
4681,7514,933
7220,1981,5093
16449,3079,421
336,11416,3781
3009,1244,1919
567,43311,95
4156,2906,4658
836,30203,978
1257,452,14642
1941,20571,370
6677,2738,1145
2673,5436,4953
598,11072,3129
1636,3588,8972
415,113,22220
3857,1134,44
1269,17138,2083
387,2333,7619
2218,6494,1315
11447,1891,2685
82,22285,253
2524,306,17181
17245,489,912
7040,4538,400
9,560,74000
1016,3182,3990
4898,728,5334
23160,1414,169
4275,5712,2505
1980,1929,12713
516,21819,841
8645,100,2121
1321,7233,5924
2633,8391,580
729,1029,9630
36398,816,478
5782,2279,1054
2865,2655,6513
204,3951,2289
9560,3692,759
1431,1451,18167
893,14051,107
7888,6064,875
564,7985,5035
1809,623,2880
3613,1873,6272
5029,7093,314
72,3343,13402
7739,1621,3578
317,48672,538
2074,4639,7213
1208,9501,1229
524,539,43917
13537,265,557
2697,2139,11405
4485,2515,1684
140,15196,2407
945,61,4295
2813,5061,3751
12359,971,1409
103,849,31713
54585,574,26
1752,11868,1114
3364,483,8922
410,1733,334
22004,708,1806
3669,4915,1588
8582,3055,2452
184,6165,6612
648,220,67655
2015,10153,2215
14271,1328,1191
1283,2791,11079
2320,429,20165
367,25943,1285
5201,337,3461
2930,16219,197
1661,1587,5598
20310,2685,126
828,6962,2814
25535,652,1502
169,93717,146
10374,2085,2386
87229,119,434
278,759,18482
4087,9371,690
645,13028,1752
2433,3530,811
1212,298,25259
4655,1076,6795
1334,32031,555
5582,5938,1762
1151,2326,15810
6571,415,226
2982,6314,4674
4,7594,3676
2144,248,8572
337,1955,21455
752,58013,303
3291,1497,3151
1057,17709,1487
618,3123,5781
21028,60,1109
1619,4282,85
87,44,51177
8266,280,5161
17738,2201,643
111,52315,899
1491,936,1955
5373,2186,4093
28172,367,144
267,18839,752
755,595,36592
9154,1937,1520
999,3720,5360
3111,8704,2551
3453,12743,887
133,1357,9207
6145,2983,618
1799,15527,1834
