0,1,2
913,818,8927
29018,2918,255
14072,881,3355
6240,1413,12273
1736,9487,4730
3206,5413,11671
3226,1302,18189
2084,977,39334
11935,6770,1441
2597,31284,328
4792,5619,3892
5369,404,18591
8870,6518,1703
2018,54735,120
18571,414,1200
21342,1251,3459
12772,690,7642
2498,2574,4463
11631,794,4110
3248,9586,1228
10942,1605,2998
3481,2271,17913
8117,9365,466
48,51799,310
1507,1268,29394
62827,1206,294
11275,3727,4651
21,1141,18088
2416,970,17677
13910,1847,23
437,248,6602
19268,2760,1895
934,1472,22997
166,27552,3224
2279,5386,12887
4147,8749,2290
133,1033,67266
691,2838,23107
2538,4843,10153
406,3714,28657
1898,3898,20076
468,2545,19350
1547,22521,2048
1484,500,26618
12603,1497,3930
12127,1779,3394
51935,1269,1038
10865,328,10841
305,18324,3151
1187,1070,27969
1027,170,62523
2902,8618,3801
794,54271,89
2807,13228,5225
526,8514,7765
8277,10506,696
5342,3270,307
1766,30257,1795
9386,7677,1375
4879,1134,6887
687,14477,7419
25774,2161,2214
1825,12443,5716
2061,7920,6594
2957,2182,22641
5270,17724,1086
3338,16594,2794
2430,19908,2875
6956,10634,2279
4724,6296,1076
342,3652,22331
1714,8353,1988
21031,1546,3319
13878,1956,3624
110,2524,46196
1051,2587,21270
298,569,16093
23027,2240,858
2926,230,23964
686,9992,232
5819,11197,3006
18,9555,1478
76,2015,12289
7107,573,7188
3934,1050,1874
443,1092,40022
6440,2780,7343
224,16627,6806
3830,10534,2059
2266,1568,2124
1853,3229,5430
1060,14204,2475
1951,1274,22371
1844,460,35256
59360,467,698
5720,15850,691
2844,27784,219
507,29732,2501
581,3325,15569
5097,2545,6137
553,3397,3342
3063,6279,10066
1139,2372,13790
58,5798,19595
5075,1484,4312
3231,2787,9601
1439,4040,1918
1624,2997,23723
48215,828,1566
3107,13091,2464
5705,5912,7404
380,3159,14130
2582,2193,1613
9849,2774,3075
10735,1369,4741
1082,20032,1342
5204,716,8846
2686,399,27596
3813,20631,1597
40,24584,926
1226,12580,796
